0.4797,0.04914,0.388,0.9709,0.04499,0.1934,0.7232,0.1931,0.8982,0.4096,0.07451,0.09296,0.2773,0.3998,0.001077,0.6449,0.05607,0.3606,0.0798,0.8777,0.05807,0.1401,0.9692,0.2165,0.2922,0.3555,0.01396,0.1117,0.008773,0.8181,0.2098,0.403,0.954,0.5311,0.01105,0.3111,0.1213,0.2268,0.2194,0.6839
0,100,0,100,0,100,0,100,0,100,0,100,0,100,0,100,0,100,0,100,100,0,100,0,100,0,100,0,100,0,100,0,100,0,100,0,100,0,100,0
0,100,0,100,0,100,0,100,0,100,0,100,0,100,0,100,0,100,0,100,100,0,100,0,100,0,100,0,100,0,100,0,100,0,100,0,100,0,100,0
0,100,0,100,0,100,0,100,0,100,0,100,0,100,0,100,0,100,0,100,100,0,100,0,100,0,100,0,100,0,100,0,100,0,100,0,100,0,100,0
