10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,0,-10,0,-10,0,-10,0,-10,0,-10,0,-10,0,-10,0,-10,0,-10,0,-10
9.5,0.5,9.5,0.5,9.5,0.5,9.5,0.5,9.5,0.5,9.5,0.5,9.5,0.5,9.5,0.5,9.5,0.5,9.5,0.5,-0.5,-9.5,-0.5,-9.5,-0.5,-9.5,-0.5,-9.5,-0.5,-9.5,-0.5,-9.5,-0.5,-9.5,-0.5,-9.5,-0.5,-9.5,-0.5,-9.5
9.05,0.95,9.05,0.95,9.05,0.95,9.05,0.95,9.05,0.95,9.05,0.95,9.05,0.95,9.05,0.95,9.05,0.95,9.05,0.95,-0.95,-9.05,-0.95,-9.05,-0.95,-9.05,-0.95,-9.05,-0.95,-9.05,-0.95,-9.05,-0.95,-9.05,-0.95,-9.05,-0.95,-9.05,-0.95,-9.05
8.645,1.355,8.645,1.355,8.645,1.355,8.645,1.355,8.645,1.355,8.645,1.355,8.645,1.355,8.645,1.355,8.645,1.355,8.645,1.355,-1.355,-8.645,-1.355,-8.645,-1.355,-8.645,-1.355,-8.645,-1.355,-8.645,-1.355,-8.645,-1.355,-8.645,-1.355,-8.645,-1.355,-8.645,-1.355,-8.645
